	ARTICLE	ARTICLE DATE	NUM SENTENCES
34	PMC5340372	3/2017	6
27	PMC4973215	8/2016	5
28	PMC4992225	8/2016	5
3	PMC2679409	5/2009	4
31	PMC5095257	11/2016	3
21	PMC4499946	7/2015	3
26	PMC4971719	8/2016	3
22	PMC4764019	1/2016	3
9	PMC3672018	5/2013	2
11	PMC3705320	3/2013	2
23	PMC4846845	4/2016	2
32	PMC5115165	1/2016	1
33	PMC5310660	1/2017	1
30	PMC5045784	10/2016	1
29	PMC5024431	9/2016	1
35	PMC5359891	3/2017	1
36	PMC5841533	2/2018	1
37	PMC5941617	5/2018	1
25	PMC4934634	11/2015	1
24	PMC4897157	5/2016	1
0	BMJ_2010_Apr_29_340_c1640	4/2010	1
19	PMC4216020	10/2014	1
20	PMC4380518	9/2014	1
10	PMC3702245	6/2013	1
2	PMC1888711	5/2007	1
4	PMC3171895	9/2011	1
5	PMC3407995	7/2012	1
6	PMC3515553	12/2012	1
7	PMC3552819	12/2012	1
8	PMC3641012	4/2013	1
12	PMC3713405	7/2013	1
1	PMC1361787	12/2005	1
13	PMC3760821	9/2013	1
14	PMC3773018	4/2013	1
15	PMC3829803	11/2013	1
16	PMC3882256	1/2014	1
17	PMC3888066	12/2012	1
18	PMC3991049	11/2013	1
38	PMC5958072	5/2018	1
