	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5941617	5/2018	29.0	1.0
1	PMC4329404	10/2014	15.0	11.0
2	PMC4113768	7/2014	14.0	0.0
3	PMC3672018	5/2013	14.0	0.0
4	PMC5784894	1/2018	10.0	5.0
5	PMC3271033	1/2012	8.0	1.0
6	PMC3257641	3/2010	8.0	0.0
7	PMC4452099	6/2015	7.0	0.0
8	PMC4691762	12/2015	6.0	0.0
9	PMC4764019	1/2016	6.0	0.0
10	PMC3427192	4/2012	6.0	0.0
11	PMC4934634	11/2015	6.0	0.0
12	PMC5758521	1/2018	6.0	0.0
13	PMC3277098	12/2011	5.0	0.0
14	PMC4684854	12/2015	4.0	0.0
15	PMC5405075	4/2017	4.0	0.0
16	PMC4256222	12/2014	4.0	0.0
17	PMC4340999	3/2015	4.0	0.0
18	PMC3407995	7/2012	4.0	0.0
19	PMC3685533	6/2013	4.0	0.0
20	PMC2290997	4/2008	3.0	0.0
21	PMC5952272	5/2018	3.0	0.0
22	PMC3691177	6/2013	3.0	0.0
23	PMC4595656	10/2015	3.0	1.0
24	PMC3659910	1/2013	3.0	0.0
25	PMC4689556	12/2015	3.0	2.0
26	PMC5659607	10/2017	3.0	0.0
27	PMC5537904	7/2017	3.0	0.0
28	PMC4889866	5/2016	3.0	0.0
29	PMC4045304	2/2014	3.0	0.0
30	PMC4989298	8/2016	3.0	0.0
31	PMC5995352	6/2018	3.0	1.0
32	PMC5418719	5/2017	2.0	0.0
33	PMC4627942	10/2015	2.0	0.0
34	PMC4811107	3/2016	2.0	0.0
35	PMC5474873	6/2017	2.0	0.0
36	PMC4969253	8/2016	2.0	0.0
37	PMC5956785	5/2018	2.0	0.0
38	PMC5084016	10/2016	2.0	0.0
39	BMJ_2010_Apr_29_340_c1640	4/2010	2.0	0.0
40	PMC3061267	2/2011	2.0	0.0
41	PMC3424155	8/2012	2.0	1.0
42	PMC3347028	3/2012	2.0	0.0
43	PMC3075531	7/2010	2.0	0.0
44	PMC3629265	4/2013	2.0	0.0
45	PMC3034879	12/2010	2.0	1.0
46	PMC3651971	5/2013	2.0	0.0
47	PMC2889879	5/2010	2.0	0.0
48	PMC3773018	4/2013	2.0	0.0
49	PMC4998950	4/2016	1.0	0.0
50	PMC5045784	10/2016	1.0	0.0
51	PMC4997567	8/2016	1.0	0.0
52	PMC5064894	10/2016	1.0	0.0
53	PMC4997421	8/2016	1.0	0.0
54	PMC5129897	10/2016	1.0	0.0
55	PMC5310660	1/2017	1.0	0.0
56	PMC5322422	2/2017	1.0	0.0
57	PMC5351212	3/2017	1.0	0.0
58	PMC5372327	3/2017	1.0	0.0
59	PMC3798907	8/2013	1.0	0.0
60	PMC3338544	4/2012	1.0	0.0
61	PMC5385921	4/2017	1.0	0.0
62	PMC3385441	2/2012	1.0	0.0
63	PMC3319623	4/2012	1.0	0.0
64	PMC5426325	4/2017	1.0	0.0
65	PMC3103150	3/2011	1.0	0.0
66	PMC5521778	7/2017	1.0	0.0
67	PMC5634602	10/2017	1.0	0.0
68	PMC5679631	11/2017	1.0	0.0
69	PMC5716389	9/2017	1.0	0.0
70	PMC2963768	10/2010	1.0	0.0
71	PMC2872349	4/2010	1.0	0.0
72	PMC2685863	5/2009	1.0	0.0
73	PMC4990268	8/2016	1.0	0.0
74	PMC3417531	7/2012	1.0	0.0
75	PMC3395583	7/2012	1.0	0.0
76	PMC4949006	7/2016	1.0	0.0
77	PMC4072587	6/2014	1.0	0.0
78	PMC4106226	7/2014	1.0	0.0
79	PMC3728489	7/2013	1.0	0.0
80	PMC4171568	9/2014	1.0	0.0
81	PMC3717763	8/2013	1.0	0.0
82	PMC4263713	12/2014	1.0	0.0
83	PMC4277121	12/2015	1.0	0.0
84	PMC4303849	1/2015	1.0	0.0
85	PMC3717170	5/2013	1.0	0.0
86	PMC3713405	7/2013	1.0	0.0
87	PMC3702245	6/2013	1.0	0.0
88	PMC4417995	4/2015	1.0	0.0
89	PMC3695234	7/2013	1.0	0.0
90	PMC4466139	6/2015	1.0	1.0
91	PMC3668200	5/2013	1.0	0.0
92	PMC4624803	10/2015	1.0	0.0
93	PMC3613945	2/2013	1.0	0.0
94	PMC3515553	12/2012	1.0	0.0
95	PMC4730270	12/2015	1.0	0.0
96	PMC3509518	11/2012	1.0	0.0
97	PMC4770602	1/2016	1.0	0.0
98	PMC4785305	3/2016	1.0	0.0
99	PMC4800340	5/2016	1.0	0.0
100	PMC3472720	8/2012	1.0	0.0
101	PMC4877864	6/2015	1.0	0.0
102	PMC4896250	4/2016	1.0	0.0
103	PMC3991049	11/2013	1.0	0.0
104	PMC4329745	10/2014	1.0	0.0
105	PMC3347007	4/2012	0.0	1.0
106	PMC3406997	5/2012	0.0	1.0
107	PMC4448820	5/2015	0.0	1.0
108	PMC4499946	7/2015	0.0	1.0
109	PMC5685050	10/2014	0.0	1.0
