	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5784894	1/2018	4	0.0
1	PMC3672018	5/2013	3	0.0
2	BMJ_2010_Apr_29_340_c1640	4/2010	2	0.0
3	PMC4595656	10/2015	2	0.0
4	PMC3257641	3/2010	2	0.0
5	PMC3424155	8/2012	2	0.0
6	PMC4329404	10/2014	2	1.0
7	PMC5474873	6/2017	1	0.0
8	PMC4969253	8/2016	1	0.0
9	PMC4829940	5/2016	1	0.0
10	PMC4778858	3/2016	1	0.0
11	PMC4251419	12/2014	1	0.0
12	PMC2872349	4/2010	1	0.0
13	PMC3713405	7/2013	1	0.0
14	PMC3432839	8/2012	1	0.0
15	PMC3427192	4/2012	1	0.0
16	PMC3407995	7/2012	1	0.0
17	PMC5841533	2/2018	1	0.0
