	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC3407995	7/2012	7	0.0
1	PMC2996405	11/2010	4	0.0
2	PMC5385921	4/2017	3	0.0
3	PMC3309463	6/2011	3	0.0
4	PMC4072587	6/2014	3	0.0
5	PMC5952272	5/2018	2	0.0
6	PMC4690051	12/2015	2	0.0
7	PMC4595656	10/2015	2	0.0
8	PMC4396835	1/2015	2	0.0
9	PMC4171568	9/2014	2	0.0
10	PMC3713405	7/2013	2	0.0
11	PMC3338544	4/2012	2	0.0
12	PMC5085625	9/2016	1	0.0
13	PMC4992225	8/2016	1	0.0
14	PMC5310660	1/2017	1	0.0
15	PMC5351212	3/2017	1	0.0
16	PMC4908484	6/2016	1	0.0
17	PMC4877864	6/2015	1	0.0
18	PMC5405075	4/2017	1	0.0
19	PMC4764019	1/2016	1	0.0
20	PMC2396486	6/2008	1	0.0
21	PMC4624803	10/2015	1	0.0
22	PMC4499946	7/2015	1	0.0
23	PMC2873552	4/2010	1	0.0
24	PMC4045304	2/2014	1	0.0
25	PMC3734354	7/2013	1	0.0
26	PMC3476426	8/2012	1	0.0
27	PMC3347007	4/2012	1	0.0
28	PMC3039633	2/2011	1	1.0
29	PMC2889879	5/2010	1	0.0
30	PMC4377879	3/2015	1	0.0
