	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5489519	6/2017	10.0	0.0
1	PMC4329404	10/2014	9.0	3.0
2	PMC4448820	5/2015	8.0	4.0
3	PMC4113768	7/2014	8.0	1.0
4	PMC5941617	5/2018	6.0	0.0
5	PMC3717170	5/2013	6.0	1.0
6	PMC3277098	12/2011	6.0	0.0
7	PMC5513133	7/2017	6.0	1.0
8	PMC3427192	4/2012	6.0	0.0
9	PMC3798907	8/2013	5.0	0.0
10	PMC4251419	12/2014	5.0	1.0
11	PMC5062906	10/2016	5.0	0.0
12	PMC3501517	11/2012	4.0	0.0
13	PMC3476426	8/2012	4.0	0.0
14	PMC2581757	11/2008	4.0	0.0
15	PMC4896250	4/2016	3.0	0.0
16	PMC2685863	5/2009	3.0	0.0
17	PMC4072587	6/2014	3.0	0.0
18	PMC5028238	10/2016	3.0	0.0
19	PMC3827489	10/2013	3.0	0.0
20	PMC4302429	1/2015	3.0	1.0
21	PMC5679631	11/2017	3.0	0.0
22	PMC5956785	5/2018	3.0	1.0
23	PMC3705146	5/2013	3.0	0.0
24	PMC4427001	4/2015	3.0	1.0
25	PMC5084016	10/2016	3.0	0.0
26	PMC5372327	3/2017	3.0	1.0
27	PMC4488777	5/2015	2.0	0.0
28	PMC3355895	1/2011	2.0	0.0
29	PMC4383226	2/2015	2.0	0.0
30	PMC4516377	6/2015	2.0	0.0
31	PMC4303849	1/2015	2.0	0.0
32	PMC4595656	10/2015	2.0	0.0
33	PMC4684854	12/2015	2.0	0.0
34	PMC4765528	12/2015	2.0	0.0
35	PMC4908484	6/2016	2.0	0.0
36	PMC4258799	11/2014	2.0	2.0
37	PMC4800340	5/2016	2.0	0.0
38	PMC2996405	11/2010	2.0	0.0
39	PMC3356951	4/2012	2.0	0.0
40	PMC5332602	3/2017	2.0	0.0
41	PMC4106226	7/2014	2.0	0.0
42	PMC4045304	2/2014	2.0	0.0
43	PMC3465343	10/2012	2.0	0.0
44	PMC3713405	7/2013	2.0	1.0
45	PMC5521778	7/2017	2.0	0.0
46	PMC5129897	10/2016	2.0	0.0
47	PMC3075531	7/2010	2.0	0.0
48	PMC5405075	4/2017	2.0	0.0
49	PMC4976416	7/2016	1.0	0.0
50	PMC5487839	3/2016	1.0	0.0
51	PMC5474873	6/2017	1.0	0.0
52	PMC4910255	6/2016	1.0	0.0
53	PMC4934634	11/2015	1.0	0.0
54	PMC4969253	8/2016	1.0	1.0
55	PMC5537884	7/2017	1.0	0.0
56	PMC5051327	9/2016	1.0	0.0
57	PMC4979151	8/2016	1.0	0.0
58	PMC5368580	4/2017	1.0	0.0
59	PMC4992225	8/2016	1.0	0.0
60	PMC4997421	8/2016	1.0	0.0
61	PMC5064894	10/2016	1.0	0.0
62	PMC5024431	9/2016	1.0	0.0
63	PMC5579643	8/2017	1.0	0.0
64	PMC4864049	1/2016	1.0	0.0
65	PMC5054480	9/2016	1.0	0.0
66	PMC5030591	9/2016	1.0	0.0
67	PMC4417995	4/2015	1.0	1.0
68	PMC4843009	4/2016	1.0	0.0
69	PMC3407995	7/2012	1.0	0.0
70	PMC3651971	5/2013	1.0	1.0
71	PMC3641012	4/2013	1.0	0.0
72	PMC3613945	2/2013	1.0	0.0
73	PMC3582478	2/2013	1.0	0.0
74	PMC3472720	8/2012	1.0	0.0
75	PMC3458940	9/2012	1.0	1.0
76	PMC3348565	4/2012	1.0	0.0
77	PMC4829940	5/2016	1.0	0.0
78	PMC3347007	4/2012	1.0	0.0
79	PMC3338544	4/2012	1.0	0.0
80	PMC3271033	1/2012	1.0	0.0
81	PMC3235789	12/2011	1.0	0.0
82	PMC2963768	10/2010	1.0	0.0
83	PMC2722583	1/2009	1.0	0.0
84	PMC3659910	1/2013	1.0	0.0
85	PMC3695234	7/2013	1.0	0.0
86	PMC3702245	6/2013	1.0	0.0
87	PMC3773018	4/2013	1.0	0.0
88	PMC3926113	1/2014	1.0	0.0
89	PMC4161853	8/2014	1.0	0.0
90	PMC4161944	9/2014	1.0	0.0
91	PMC4277121	12/2015	1.0	0.0
92	PMC4377888	3/2015	1.0	0.0
93	PMC4396835	1/2015	1.0	0.0
94	PMC2582131	11/2008	1.0	0.0
95	PMC4499946	7/2015	1.0	1.0
96	PMC4514967	12/2014	1.0	0.0
97	PMC4600246	10/2015	1.0	0.0
98	PMC4670104	12/2015	1.0	0.0
99	PMC4690051	12/2015	1.0	0.0
100	PMC4785305	3/2016	1.0	0.0
101	PMC6039335	7/2018	1.0	0.0
102	PMC5827025	2/2018	0.0	1.0
103	PMC5539754	8/2017	0.0	1.0
104	PMC5351212	3/2017	0.0	1.0
105	PMC5310660	1/2017	0.0	1.0
106	PMC4632418	10/2015	0.0	1.0
107	PMC3034879	12/2010	0.0	1.0
108	PMC6011374	6/2018	0.0	1.0
