	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC4113768	7/2014	13.0	2.0
1	PMC5129897	10/2016	4.0	0.0
2	PMC3717170	5/2013	4.0	0.0
3	PMC3616124	4/2013	3.0	0.0
4	PMC3356951	4/2012	3.0	0.0
5	PMC3659910	1/2013	2.0	0.0
6	PMC2873552	4/2010	2.0	0.0
7	PMC4600246	10/2015	1.0	0.0
8	PMC4829940	5/2016	1.0	0.0
9	PMC4934634	11/2015	1.0	0.0
10	PMC4944244	7/2016	1.0	0.0
11	PMC5014971	8/2016	1.0	0.0
12	PMC2290997	4/2008	1.0	0.0
13	PMC5051327	9/2016	1.0	0.0
14	PMC4516377	6/2015	1.0	0.0
15	PMC5085625	9/2016	1.0	0.0
16	PMC5340372	3/2017	1.0	0.0
17	PMC5405075	4/2017	1.0	0.0
18	PMC5474873	6/2017	1.0	0.0
19	PMC5685050	10/2014	1.0	0.0
20	PMC4598849	10/2015	1.0	0.0
21	PMC4346113	3/2015	1.0	0.0
22	PMC4466139	6/2015	1.0	0.0
23	PMC4417995	4/2015	1.0	0.0
24	PMC2582131	11/2008	1.0	0.0
25	PMC4169453	9/2014	1.0	0.0
26	PMC3827489	10/2013	1.0	0.0
27	PMC3702245	6/2013	1.0	0.0
28	PMC3651971	5/2013	1.0	0.0
29	PMC3427250	8/2012	1.0	0.0
30	PMC3424155	8/2012	1.0	0.0
31	PMC3347028	3/2012	1.0	0.0
32	PMC3257641	3/2010	1.0	0.0
33	PMC2821652	2/2010	1.0	0.0
34	PMC2798111	12/2010	1.0	0.0
35	PMC5706533	11/2017	1.0	0.0
36	PMC5659607	10/2017	0.0	1.0
