	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC3728489	7/2013	5.0	0.0
1	PMC5385921	4/2017	3.0	0.0
2	PMC3515553	12/2012	3.0	0.0
3	PMC3888066	12/2012	3.0	0.0
4	PMC2996405	11/2010	2.0	0.0
5	PMC3659910	1/2013	2.0	0.0
6	PMC4586451	10/2015	2.0	0.0
7	PMC4396835	1/2015	1.0	0.0
8	PMC5351212	3/2017	1.0	0.0
9	PMC5318550	2/2017	1.0	0.0
10	PMC5045784	10/2016	1.0	0.0
11	PMC4998950	4/2016	1.0	0.0
12	PMC4982007	8/2016	1.0	0.0
13	PMC4690051	12/2015	1.0	0.0
14	PMC4499946	7/2015	1.0	0.0
15	PMC4113768	7/2014	1.0	0.0
16	PMC4377896	3/2015	1.0	0.0
17	PMC3319623	4/2012	1.0	0.0
18	PMC4072587	6/2014	1.0	0.0
19	PMC4071151	6/2014	1.0	0.0
20	PMC4045304	2/2014	1.0	0.0
21	PMC3702245	6/2013	1.0	0.0
22	PMC3488410	10/2012	1.0	0.0
23	PMC3385441	2/2012	1.0	0.0
24	PMC3347007	4/2012	1.0	0.0
25	PMC5952272	5/2018	1.0	0.0
26	PMC3039633	2/2011	0.0	1.0
