	ARTICLE	ARTICLE DATE	NUM SENTENCES
13	PMC4113768	7/2014	4
0	PMC2821652	2/2010	2
9	PMC3702245	6/2013	2
28	PMC5706533	11/2017	2
1	PMC3004407	12/2010	2
10	PMC3717170	5/2013	2
30	PMC5941617	5/2018	2
6	PMC3427192	4/2012	2
7	PMC3641012	4/2013	1
20	PMC5129897	10/2016	1
29	PMC5827025	2/2018	1
2	PMC3257641	3/2010	1
27	PMC5679631	11/2017	1
26	PMC5659607	10/2017	1
25	PMC5546866	8/2017	1
24	PMC5537904	7/2017	1
23	PMC5513133	7/2017	1
22	PMC5418719	5/2017	1
21	PMC5155676	12/2016	1
19	PMC5045784	10/2016	1
8	PMC3668200	5/2013	1
18	PMC4897157	5/2016	1
17	PMC4811441	3/2016	1
16	PMC4499946	7/2015	1
3	PMC3347028	3/2012	1
14	PMC4302429	1/2015	1
4	PMC3355895	1/2011	1
12	PMC3873449	12/2013	1
11	PMC3827489	10/2013	1
5	PMC3356951	4/2012	1
15	PMC4417995	4/2015	1
