	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC4438628	5/2015	2.0	0.0
1	PMC3277098	12/2011	2.0	0.0
2	PMC3672018	5/2013	2.0	0.0
3	PMC3991049	11/2013	2.0	0.0
4	PMC2798111	12/2010	1.0	0.0
5	PMC5634602	10/2017	1.0	0.0
6	PMC5537904	7/2017	1.0	0.0
7	PMC4934634	11/2015	1.0	0.0
8	PMC4770602	1/2016	1.0	0.0
9	PMC4689556	12/2015	1.0	0.0
10	PMC4113768	7/2014	1.0	0.0
11	PMC4231606	10/2013	1.0	0.0
12	PMC2841444	2/2010	1.0	0.0
13	PMC3820434	12/2012	1.0	0.0
14	PMC3702245	6/2013	1.0	0.0
15	PMC3470091	9/2012	1.0	0.0
16	PMC5941617	5/2018	1.0	0.0
17	PMC5322422	2/2017	0.0	1.0
