	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5035678	4/2016	14.0	0.0
1	PMC4427001	4/2015	8.0	0.0
2	PMC5941617	5/2018	7.0	0.0
3	PMC5539754	8/2017	6.0	0.0
4	PMC3760821	9/2013	5.0	0.0
5	PMC2582131	11/2008	5.0	0.0
6	PMC4600246	10/2015	5.0	0.0
7	PMC4113768	7/2014	4.0	1.0
8	PMC4934634	11/2015	4.0	2.0
9	PMC3827489	10/2013	3.0	0.0
10	PMC4846845	4/2016	2.0	0.0
11	PMC3717170	5/2013	2.0	0.0
12	PMC4488777	5/2015	2.0	0.0
13	PMC4490503	6/2015	2.0	0.0
14	PMC3470091	9/2012	2.0	0.0
15	PMC5758521	1/2018	2.0	0.0
16	PMC5359891	3/2017	1.0	0.0
17	PMC5129897	10/2016	1.0	0.0
18	PMC5418719	5/2017	1.0	0.0
19	PMC5118763	12/2016	1.0	0.0
20	PMC4949006	7/2016	1.0	0.0
21	PMC1852384	1/2007	1.0	1.0
22	PMC4632418	10/2015	1.0	1.0
23	PMC4785305	3/2016	1.0	0.0
24	PMC4778858	3/2016	1.0	0.0
25	PMC4714725	1/2016	1.0	0.0
26	PMC4684854	12/2015	1.0	0.0
27	PMC4613350	9/2015	1.0	0.0
28	PMC3991049	11/2013	1.0	0.0
29	PMC3427192	4/2012	1.0	0.0
30	PMC3366611	4/2012	1.0	0.0
31	PMC3004407	12/2010	1.0	0.0
32	PMC2873552	4/2010	1.0	0.0
33	PMC6011374	6/2018	1.0	0.0
34	PMC3809191	1/2013	0.0	1.0
35	PMC4045304	2/2014	0.0	1.0
36	PMC4453242	5/2015	0.0	1.0
37	PMC4591978	10/2015	0.0	1.0
38	PMC5758844	12/2017	0.0	1.0
