	ARTICLE	ARTICLE DATE	NUM SENTENCES
24	PMC4770602	1/2016	18
0	PMC2581757	11/2008	12
28	PMC4934634	11/2015	6
10	PMC3616124	4/2013	5
21	PMC4405493	4/2015	4
3	PMC3171895	9/2011	4
41	PMC6011374	6/2018	3
32	PMC5085625	9/2016	3
6	PMC3407995	7/2012	3
22	PMC4684854	12/2015	3
16	PMC4193194	10/2014	2
39	PMC5827025	2/2018	2
31	PMC5084041	10/2016	2
25	PMC4785305	3/2016	2
23	PMC4764019	1/2016	2
11	PMC3659910	1/2013	2
4	PMC3347028	3/2012	2
14	PMC4034700	5/2014	2
15	PMC4113768	7/2014	1
30	PMC5028238	10/2016	1
40	PMC5941617	5/2018	1
7	PMC3471827	10/2012	1
38	PMC5812027	2/2018	1
37	PMC5706533	11/2017	1
36	PMC5682869	11/2017	1
35	PMC5638722	8/2017	1
34	PMC5634602	10/2017	1
33	PMC5487839	3/2016	1
8	PMC3552819	12/2012	1
9	PMC3582478	2/2013	1
2	PMC3061267	2/2011	1
29	PMC5014971	8/2016	1
27	PMC4903143	5/2016	1
26	PMC4811441	3/2016	1
12	PMC3702245	6/2013	1
13	PMC3809191	1/2013	1
1	PMC3004407	12/2010	1
20	PMC4380518	9/2014	1
19	PMC4377879	3/2015	1
18	PMC4302429	1/2015	1
17	PMC4289064	1/2015	1
5	PMC3356951	4/2012	1
