	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5941617	5/2018	5	0.0
1	PMC4934634	11/2015	5	1.0
2	PMC5014971	8/2016	3	0.0
3	PMC5634602	10/2017	2	0.0
4	PMC3702245	6/2013	2	0.0
5	PMC3407995	7/2012	2	0.0
6	PMC4785305	3/2016	1	0.0
7	PMC4417995	4/2015	1	0.0
8	PMC4405493	4/2015	1	1.0
9	PMC4303849	1/2015	1	0.0
10	PMC5045784	10/2016	1	0.0
11	PMC5085625	9/2016	1	0.0
12	PMC5146866	12/2016	1	0.0
13	PMC5426325	4/2017	1	0.0
14	PMC5489519	6/2017	1	0.0
15	PMC3773018	4/2013	1	0.0
16	PMC4971719	8/2016	1	0.0
