	ARTICLE	ARTICLE DATE	NUM SENTENCES
14	PMC3717170	5/2013	8
22	PMC4251419	12/2014	5
3	PMC3277098	12/2011	5
20	PMC4113768	7/2014	4
10	PMC3672018	5/2013	3
19	PMC3991049	11/2013	3
34	PMC4908484	6/2016	2
36	PMC4934634	11/2015	2
39	PMC4997421	8/2016	2
11	PMC3702245	6/2013	2
0	PMC2582131	11/2008	2
5	PMC3427250	8/2012	2
42	PMC5372327	3/2017	2
46	PMC5941617	5/2018	2
41	PMC5340372	3/2017	1
30	PMC4690051	12/2015	1
31	PMC4729160	1/2016	1
32	PMC4764019	1/2016	1
33	PMC4859539	5/2016	1
45	PMC5634602	10/2017	1
44	PMC5521778	7/2017	1
40	PMC5322422	2/2017	1
35	PMC4933662	4/2016	1
43	PMC5510234	7/2017	1
37	PMC4971719	8/2016	1
38	PMC4976416	7/2016	1
28	PMC4488777	5/2015	1
29	PMC4514967	12/2014	1
24	PMC4302429	1/2015	1
27	PMC4448820	5/2015	1
13	PMC3713405	7/2013	1
2	PMC3032617	5/2010	1
4	PMC3347028	3/2012	1
6	PMC3458940	9/2012	1
7	PMC3515553	12/2012	1
8	PMC3641012	4/2013	1
9	PMC3651971	5/2013	1
12	PMC3702339	6/2013	1
15	PMC3760821	9/2013	1
26	PMC4427001	4/2015	1
16	PMC3827489	10/2013	1
17	PMC3888066	12/2012	1
18	PMC3926113	1/2014	1
21	PMC4221707	11/2014	1
23	PMC4277121	12/2015	1
1	PMC2996405	11/2010	1
25	PMC4377870	3/2015	1
47	PMC5952272	5/2018	1
