	ARTICLE	ARTICLE DATE	NUM SENTENCES
136	PMC4113768	7/2014	45
94	PMC3659910	1/2013	44
121	PMC3873449	12/2013	44
199	PMC4684854	12/2015	41
102	PMC3702245	6/2013	41
232	PMC4934634	11/2015	40
53	PMC3347028	3/2012	39
338	PMC6011374	6/2018	37
251	PMC5014971	8/2016	34
237	PMC4971719	8/2016	33
65	PMC3427250	8/2012	32
334	PMC5941617	5/2018	32
59	PMC3407995	7/2012	31
230	PMC4930210	7/2016	31
42	PMC3257641	3/2010	29
304	PMC5513133	7/2017	28
276	PMC5155676	12/2016	26
52	PMC3347007	4/2012	26
135	PMC4072587	6/2014	26
321	PMC5706533	11/2017	25
238	PMC4973215	8/2016	25
292	PMC5405075	4/2017	25
203	PMC4719746	1/2016	25
171	PMC4405493	4/2015	24
329	PMC5812027	2/2018	23
234	PMC4944244	7/2016	21
213	PMC4785305	3/2016	21
183	PMC4499946	7/2015	21
100	PMC3691177	6/2013	20
308	PMC5537904	7/2017	19
200	PMC4689556	12/2015	19
332	PMC5838372	3/2018	19
317	PMC5659607	10/2017	19
209	PMC4770602	1/2016	18
318	PMC5664622	9/2017	18
261	PMC5051327	9/2016	17
97	PMC3672018	5/2013	17
194	PMC4632418	10/2015	16
268	PMC5085625	9/2016	16
266	PMC5084041	10/2016	16
80	PMC3515553	12/2012	15
29	PMC3004407	12/2010	15
309	PMC5539754	8/2017	15
245	PMC4992225	8/2016	15
10	PMC2582131	11/2008	15
173	PMC4427001	4/2015	15
177	PMC4452099	6/2015	15
99	PMC3685533	6/2013	14
296	PMC5426325	4/2017	14
129	PMC3991049	11/2013	14
114	PMC3760821	9/2013	14
330	PMC5827025	2/2018	13
205	PMC4729160	1/2016	13
116	PMC3798907	8/2013	13
258	PMC5035678	4/2016	13
148	PMC4256222	12/2014	13
178	PMC4466139	6/2015	13
264	PMC5064894	10/2016	12
30	PMC3032617	5/2010	12
31	PMC3034879	12/2010	12
291	PMC5385921	4/2017	12
216	PMC4811441	3/2016	12
164	PMC4380518	9/2014	12
244	PMC4990268	8/2016	11
324	PMC5732505	12/2017	11
235	PMC4949006	7/2016	11
118	PMC3814422	10/2013	11
147	PMC4221707	11/2014	10
188	PMC4598849	10/2015	10
158	PMC4340999	3/2015	10
92	PMC3641012	4/2013	10
19	PMC2821652	2/2010	9
106	PMC3705320	3/2013	9
0	BMJ_2010_Apr_29_340_c1640	4/2010	9
71	PMC3472720	8/2012	9
119	PMC3827489	10/2013	9
260	PMC5045784	10/2016	8
37	PMC3107676	4/2011	8
240	PMC4979151	8/2016	8
11	PMC2606998	6/2007	8
93	PMC3651971	5/2013	8
169	PMC4396835	1/2015	8
78	PMC3509518	11/2012	8
294	PMC5418719	5/2017	8
57	PMC3395583	7/2012	8
96	PMC3668200	5/2013	7
41	PMC3235789	12/2011	7
9	PMC2581757	11/2008	7
313	PMC5623264	9/2017	7
69	PMC3470091	9/2012	7
115	PMC3773018	4/2013	7
211	PMC4778858	3/2016	7
117	PMC3809191	1/2013	7
307	PMC5524288	7/2017	7
84	PMC3552819	12/2012	7
247	PMC4997421	8/2016	7
249	PMC4998950	4/2016	7
273	PMC5133057	10/2016	7
275	PMC5146866	12/2016	7
229	PMC4903143	5/2016	7
226	PMC4889866	5/2016	7
288	PMC5359891	3/2017	7
192	PMC4624803	10/2015	6
123	PMC3888066	12/2012	6
21	PMC2872349	4/2010	6
215	PMC4811107	3/2016	6
109	PMC3717170	5/2013	6
254	PMC5024513	9/2016	6
39	PMC3171895	9/2011	6
315	PMC5638722	8/2017	6
47	PMC3296991	2/2012	6
283	PMC5318550	2/2017	6
271	PMC5118763	12/2016	6
176	PMC4448820	5/2015	5
36	PMC3103150	3/2011	5
25	PMC2913107	8/2010	5
161	PMC4377879	3/2015	5
63	PMC3424155	8/2012	5
142	PMC4188019	1/2010	5
236	PMC4969253	8/2016	5
54	PMC3355895	1/2011	5
311	PMC5546866	8/2017	5
339	PMC6043562	7/2018	5
201	PMC4690051	12/2015	5
156	PMC4329404	10/2014	5
282	PMC5310660	1/2017	5
337	PMC5995352	6/2018	5
193	PMC4627942	10/2015	5
68	PMC3465343	10/2012	5
265	PMC5084016	10/2016	5
105	PMC3705146	5/2013	5
314	PMC5634602	10/2017	5
81	PMC3521768	12/2012	5
185	PMC4586451	10/2015	5
187	PMC4595656	10/2015	5
172	PMC4417995	4/2015	4
46	PMC3277098	12/2011	4
98	PMC3679329	6/2013	4
64	PMC3427192	4/2012	4
103	PMC3702339	6/2013	4
155	PMC4303849	1/2015	4
20	PMC2841444	2/2010	4
319	PMC5679631	11/2017	4
108	PMC3713405	7/2013	4
24	PMC2889879	5/2010	4
126	PMC3930526	2/2014	4
241	PMC4982007	8/2016	4
139	PMC4169453	9/2014	4
255	PMC5028238	10/2016	4
122	PMC3882256	1/2014	4
259	PMC5039809	10/2016	4
14	PMC2679409	5/2009	4
144	PMC4193194	10/2014	4
246	PMC4993554	8/2016	4
195	PMC4632423	10/2015	4
196	PMC4645901	8/2014	4
243	PMC4989298	8/2016	4
124	PMC3901983	1/2013	4
3	PMC1888711	5/2007	3
207	PMC4764019	1/2016	3
181	PMC4490503	6/2015	3
33	PMC3061267	2/2011	3
212	PMC4784858	3/2016	3
214	PMC4800340	5/2016	3
180	PMC4488777	5/2015	3
167	PMC4392531	3/2015	3
217	PMC4829940	5/2016	3
125	PMC3926113	1/2014	3
272	PMC5129897	10/2016	3
287	PMC5351212	3/2017	3
278	PMC5223368	12/2016	3
277	PMC5167470	12/2016	3
221	PMC4859539	5/2016	3
73	PMC3476426	8/2012	3
263	PMC5062906	10/2016	3
328	PMC5784894	1/2018	3
15	PMC2685863	5/2009	3
