	ARTICLE	ARTICLE DATE	NUM SENTENCES
8	PMC3407995	7/2012	7
3	PMC2996405	11/2010	4
28	PMC5385921	4/2017	3
5	PMC3309463	6/2011	3
13	PMC4072587	6/2014	3
30	PMC5952272	5/2018	2
20	PMC4690051	12/2015	2
18	PMC4595656	10/2015	2
16	PMC4396835	1/2015	2
14	PMC4171568	9/2014	2
10	PMC3713405	7/2013	2
6	PMC3338544	4/2012	2
25	PMC5085625	9/2016	1
24	PMC4992225	8/2016	1
26	PMC5310660	1/2017	1
27	PMC5351212	3/2017	1
23	PMC4908484	6/2016	1
22	PMC4877864	6/2015	1
29	PMC5405075	4/2017	1
21	PMC4764019	1/2016	1
0	PMC2396486	6/2008	1
19	PMC4624803	10/2015	1
17	PMC4499946	7/2015	1
1	PMC2873552	4/2010	1
12	PMC4045304	2/2014	1
11	PMC3734354	7/2013	1
9	PMC3476426	8/2012	1
7	PMC3347007	4/2012	1
4	PMC3039633	2/2011	1
2	PMC2889879	5/2010	1
15	PMC4377879	3/2015	1
