	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC3471827	10/2012	8.0	0.0
1	PMC3465343	10/2012	5.0	0.0
2	PMC5679631	11/2017	3.0	0.0
3	PMC4488777	5/2015	3.0	0.0
4	PMC5716389	9/2017	2.0	0.0
5	PMC3713405	7/2013	2.0	0.0
6	PMC4934634	11/2015	2.0	1.0
7	PMC1168874	7/2005	1.0	0.0
8	PMC4392531	3/2015	1.0	0.0
9	PMC5264377	7/2016	1.0	0.0
10	PMC5133057	10/2016	1.0	0.0
11	PMC5084016	10/2016	1.0	0.0
12	PMC5054480	9/2016	1.0	0.0
13	PMC4969253	8/2016	1.0	1.0
14	PMC4340999	3/2015	1.0	0.0
15	PMC4346113	3/2015	1.0	0.0
16	PMC3171895	9/2011	1.0	0.0
17	PMC4303849	1/2015	1.0	0.0
18	PMC3991049	11/2013	1.0	0.0
19	PMC3702245	6/2013	1.0	0.0
20	PMC3651971	5/2013	1.0	0.0
21	PMC3641012	4/2013	1.0	0.0
22	PMC3488410	10/2012	1.0	0.0
23	PMC3257641	3/2010	1.0	0.0
24	PMC5941617	5/2018	1.0	0.0
25	PMC4448820	5/2015	0.0	1.0
26	PMC4673623	11/2015	0.0	1.0
