	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC4113768	7/2014	4.0	2.0
1	PMC2821652	2/2010	2.0	0.0
2	PMC3702245	6/2013	2.0	0.0
3	PMC5706533	11/2017	2.0	0.0
4	PMC3004407	12/2010	2.0	0.0
5	PMC3717170	5/2013	2.0	0.0
6	PMC5941617	5/2018	2.0	0.0
7	PMC3427192	4/2012	2.0	0.0
8	PMC3641012	4/2013	1.0	0.0
9	PMC5129897	10/2016	1.0	0.0
10	PMC5827025	2/2018	1.0	0.0
11	PMC3257641	3/2010	1.0	0.0
12	PMC5679631	11/2017	1.0	0.0
13	PMC5659607	10/2017	1.0	0.0
14	PMC5546866	8/2017	1.0	0.0
15	PMC5537904	7/2017	1.0	0.0
16	PMC5513133	7/2017	1.0	0.0
17	PMC5418719	5/2017	1.0	0.0
18	PMC5155676	12/2016	1.0	0.0
19	PMC5045784	10/2016	1.0	0.0
20	PMC3668200	5/2013	1.0	0.0
21	PMC4897157	5/2016	1.0	0.0
22	PMC4811441	3/2016	1.0	0.0
23	PMC4499946	7/2015	1.0	0.0
24	PMC3347028	3/2012	1.0	0.0
25	PMC4302429	1/2015	1.0	0.0
26	PMC3355895	1/2011	1.0	0.0
27	PMC3873449	12/2013	1.0	0.0
28	PMC3827489	10/2013	1.0	0.0
29	PMC3356951	4/2012	1.0	0.0
30	PMC4417995	4/2015	1.0	0.0
31	PMC4251419	12/2014	0.0	1.0
32	PMC5732505	12/2017	0.0	1.0
