	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5941617	5/2018	16.0	0.0
1	PMC3427192	4/2012	10.0	0.0
2	PMC5340372	3/2017	8.0	0.0
3	PMC4377870	3/2015	7.0	0.0
4	PMC4113768	7/2014	7.0	1.0
5	PMC4691762	12/2015	5.0	1.0
6	PMC4934634	11/2015	5.0	0.0
7	PMC5064894	10/2016	4.0	1.0
8	PMC5045784	10/2016	4.0	0.0
9	PMC5129897	10/2016	4.0	0.0
10	PMC4889866	5/2016	3.0	0.0
11	PMC3695234	7/2013	2.0	0.0
12	PMC3702245	6/2013	2.0	0.0
13	PMC3814422	10/2013	2.0	0.0
14	PMC3827489	10/2013	2.0	0.0
15	PMC4896250	4/2016	2.0	1.0
16	PMC5634602	10/2017	2.0	0.0
17	PMC4448820	5/2015	2.0	0.0
18	PMC4684854	12/2015	1.0	0.0
19	PMC4997421	8/2016	1.0	0.0
20	PMC5084016	10/2016	1.0	0.0
21	PMC4897157	5/2016	1.0	0.0
22	PMC4689556	12/2015	1.0	0.0
23	PMC3075531	7/2010	1.0	0.0
24	PMC4514967	12/2014	1.0	0.0
25	PMC4499946	7/2015	1.0	1.0
26	PMC3277098	12/2011	1.0	0.0
27	PMC3933171	3/2014	1.0	0.0
28	PMC3829803	11/2013	1.0	0.0
29	PMC3798907	8/2013	1.0	0.0
30	PMC3728489	7/2013	1.0	0.0
31	PMC3717170	5/2013	1.0	0.0
32	PMC3704911	7/2013	1.0	0.0
33	PMC3691177	6/2013	1.0	1.0
34	PMC3599191	1/2013	1.0	0.0
35	PMC3417531	7/2012	1.0	0.0
36	PMC3407995	7/2012	1.0	0.0
37	PMC3348565	4/2012	1.0	0.0
38	PMC3347028	3/2012	1.0	0.0
39	PMC6043562	7/2018	1.0	0.0
40	PMC3901983	1/2013	0.0	1.0
41	PMC4969253	8/2016	0.0	1.0
