	ARTICLE	ARTICLE DATE	NUM SENTENCES
2	PMC3424155	8/2012	5
9	PMC4889866	5/2016	3
6	PMC4377888	3/2015	2
7	PMC4448820	5/2015	2
0	PMC3004407	12/2010	1
1	PMC3277098	12/2011	1
3	PMC3458940	9/2012	1
4	PMC3485340	10/2012	1
5	PMC3728489	7/2013	1
8	PMC4691762	12/2015	1
10	PMC5659607	10/2017	1
11	PMC5716389	9/2017	1
