	ARTICLE	ARTICLE DATE	NUM SENTENCES
25	PMC5539754	8/2017	10
18	PMC5035678	4/2016	10
0	PMC2582131	11/2008	8
12	PMC4427001	4/2015	7
15	PMC4934634	11/2015	6
23	PMC5359891	3/2017	5
7	PMC3760821	9/2013	4
14	PMC4632418	10/2015	4
28	PMC6039335	7/2018	3
10	PMC4113768	7/2014	3
27	PMC5941617	5/2018	3
22	PMC5332602	3/2017	3
19	PMC5085625	9/2016	2
26	PMC5682869	11/2017	1
2	PMC3470091	9/2012	1
24	PMC5418719	5/2017	1
3	PMC3659910	1/2013	1
21	PMC5115165	1/2016	1
20	PMC5100620	10/2016	1
8	PMC3809191	1/2013	1
9	PMC3855580	10/2013	1
17	PMC5030591	9/2016	1
16	PMC4944244	7/2016	1
5	PMC3702245	6/2013	1
1	PMC3356951	4/2012	1
13	PMC4490503	6/2015	1
6	PMC3717170	5/2013	1
11	PMC4383226	2/2015	1
4	PMC3695234	7/2013	1
