	ARTICLE	ARTICLE DATE	NUM SENTENCES
29	PMC3427250	8/2012	14
60	PMC4113768	7/2014	12
21	PMC3347007	4/2012	11
27	PMC3407995	7/2012	10
65	PMC4256222	12/2014	9
76	PMC4405493	4/2015	9
124	PMC5155676	12/2016	9
150	PMC5706533	11/2017	8
69	PMC4329404	10/2014	8
9	PMC3032617	5/2010	8
62	PMC4188019	1/2010	7
43	PMC3659910	1/2013	7
82	PMC4499946	7/2015	7
107	PMC4971719	8/2016	7
105	PMC4944244	7/2016	6
66	PMC4258799	11/2014	6
121	PMC5118763	12/2016	6
104	PMC4934634	11/2015	6
47	PMC3691177	6/2013	6
1	PMC2606998	6/2007	5
99	PMC4859539	5/2016	5
90	PMC4689556	12/2015	5
38	PMC3521768	12/2012	5
53	PMC3873449	12/2013	5
112	PMC4992225	8/2016	5
155	PMC5827025	2/2018	5
10	PMC3034879	12/2010	5
141	PMC5546866	8/2017	5
92	PMC4719746	1/2016	4
140	PMC5537904	7/2017	4
86	PMC4632418	10/2015	4
41	PMC3641012	4/2013	4
120	PMC5084041	10/2016	4
126	PMC5318550	2/2017	4
42	PMC3651971	5/2013	4
128	PMC5351212	3/2017	4
115	PMC5051327	9/2016	4
59	PMC4072587	6/2014	4
156	PMC5838372	3/2018	4
8	PMC3004407	12/2010	4
160	PMC5995352	6/2018	4
161	PMC6011374	6/2018	4
57	PMC3991049	11/2013	3
50	PMC3708703	6/2013	3
80	PMC4466139	6/2015	3
123	PMC5146866	12/2016	3
131	PMC5385921	4/2017	3
67	PMC4263713	12/2014	3
77	PMC4427001	4/2015	3
51	PMC3760821	9/2013	3
162	PMC6043562	7/2018	3
118	PMC5064894	10/2016	3
91	PMC4690051	12/2015	3
4	PMC2821652	2/2010	3
7	PMC2874518	6/2010	3
111	PMC4990268	8/2016	3
158	PMC5952272	5/2018	3
157	PMC5941617	5/2018	3
15	PMC3120197	7/2011	3
17	PMC3271033	1/2012	3
103	PMC4930210	7/2016	3
22	PMC3347028	3/2012	3
151	PMC5732505	12/2017	3
32	PMC3472720	8/2012	3
145	PMC5659607	10/2017	3
94	PMC4770602	1/2016	3
144	PMC5638722	8/2017	3
102	PMC4910255	6/2016	2
113	PMC4997567	8/2016	2
114	PMC5014971	8/2016	2
95	PMC4785305	3/2016	2
93	PMC4729160	1/2016	2
108	PMC4973215	8/2016	2
136	PMC5489519	6/2017	2
40	PMC3616124	4/2013	2
49	PMC3702339	6/2013	2
2	PMC2716336	7/2009	2
11	PMC3039633	2/2011	2
13	PMC3107676	4/2011	2
18	PMC3277098	12/2011	2
19	PMC3296991	2/2012	2
154	PMC5812027	2/2018	2
152	PMC5741981	12/2018	2
148	PMC5685050	10/2014	2
147	PMC5679631	11/2017	2
46	PMC3685533	6/2013	2
139	PMC5521778	7/2017	2
109	PMC4979151	8/2016	2
138	PMC5513133	7/2017	2
68	PMC4289064	1/2015	2
132	PMC5405075	4/2017	2
110	PMC4982007	8/2016	2
134	PMC5418719	5/2017	2
119	PMC5084016	10/2016	1
135	PMC5424337	10/2016	1
129	PMC5372933	3/2017	1
159	PMC5956785	5/2018	1
130	PMC5379504	4/2017	1
133	PMC5410409	4/2017	1
153	PMC5784894	1/2018	1
149	PMC5697969	12/2017	1
117	PMC5062906	10/2016	1
122	PMC5119728	11/2016	1
116	PMC5054480	9/2016	1
146	PMC5664622	9/2017	1
143	PMC5587553	9/2017	1
142	PMC5576377	8/2017	1
125	PMC5167470	12/2016	1
137	PMC5504744	7/2017	1
127	PMC5322422	2/2017	1
0	PMC2290997	4/2008	1
106	PMC4969253	8/2016	1
101	PMC4908484	6/2016	1
48	PMC3702245	6/2013	1
45	PMC3679329	6/2013	1
44	PMC3668200	5/2013	1
39	PMC3544621	11/2012	1
37	PMC3515553	12/2012	1
36	PMC3513049	2/2012	1
35	PMC3501517	11/2012	1
34	PMC3488410	10/2012	1
33	PMC3485340	10/2012	1
31	PMC3470091	9/2012	1
30	PMC3465343	10/2012	1
28	PMC3424155	8/2012	1
26	PMC3395583	7/2012	1
25	PMC3376765	6/2012	1
24	PMC3366289	7/2011	1
23	PMC3355895	1/2011	1
20	PMC3338544	4/2012	1
16	PMC3171895	9/2011	1
14	PMC3119798	10/2010	1
12	PMC3103150	3/2011	1
6	PMC2872349	4/2010	1
5	PMC2849017	9/2007	1
3	PMC2798111	12/2010	1
52	PMC3773449	8/2013	1
54	PMC3882256	1/2014	1
55	PMC3888066	12/2012	1
79	PMC4452099	6/2015	1
100	PMC4861121	5/2016	1
98	PMC4856298	5/2016	1
97	PMC4829940	5/2016	1
96	PMC4811441	3/2016	1
89	PMC4684854	12/2015	1
88	PMC4661480	10/2015	1
87	PMC4645901	8/2014	1
85	PMC4617437	9/2015	1
84	PMC4598849	10/2015	1
83	PMC4555116	7/2015	1
78	PMC4448820	5/2015	1
56	PMC3901983	1/2013	1
75	PMC4392531	3/2015	1
74	PMC4383575	1/2015	1
73	PMC4380518	9/2014	1
72	PMC4377888	3/2015	1
71	PMC4377879	3/2015	1
70	PMC4329745	10/2014	1
64	PMC4231606	10/2013	1
63	PMC4224012	11/2014	1
61	PMC4169453	9/2014	1
58	PMC3994635	8/2010	1
81	PMC4476607	1/2015	1
