	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC3407995	7/2012	12.0	0.0
1	PMC3739737	8/2013	7.0	0.0
2	PMC3713405	7/2013	7.0	0.0
3	PMC4595656	10/2015	6.0	0.0
4	PMC4113768	7/2014	6.0	1.0
5	PMC5385921	4/2017	5.0	0.0
6	PMC3926113	1/2014	5.0	1.0
7	PMC2996405	11/2010	5.0	0.0
8	PMC5351212	3/2017	4.0	1.0
9	PMC4690051	12/2015	4.0	1.0
10	PMC3309463	6/2011	4.0	0.0
11	PMC4396835	1/2015	3.0	1.0
12	PMC3476426	8/2012	3.0	0.0
13	PMC3485340	10/2012	3.0	1.0
14	PMC4171568	9/2014	3.0	0.0
15	PMC4072587	6/2014	3.0	0.0
16	PMC3257641	3/2010	3.0	1.0
17	PMC4992225	8/2016	3.0	1.0
18	PMC4877864	6/2015	2.0	0.0
19	PMC4908484	6/2016	2.0	1.0
20	PMC4624803	10/2015	2.0	0.0
21	PMC5474873	6/2017	2.0	0.0
22	PMC5952272	5/2018	2.0	1.0
23	PMC3651971	5/2013	2.0	0.0
24	PMC3338544	4/2012	2.0	0.0
25	PMC3702245	6/2013	1.0	0.0
26	PMC5085625	9/2016	1.0	0.0
27	PMC4764019	1/2016	1.0	0.0
28	PMC4843009	4/2016	1.0	0.0
29	PMC3347007	4/2012	1.0	0.0
30	PMC4971719	8/2016	1.0	0.0
31	PMC2913107	8/2010	1.0	0.0
32	PMC4998950	4/2016	1.0	0.0
33	PMC5310660	1/2017	1.0	0.0
34	PMC4684854	12/2015	1.0	0.0
35	PMC5318550	2/2017	1.0	0.0
36	PMC2889879	5/2010	1.0	0.0
37	PMC5372327	3/2017	1.0	0.0
38	PMC2873552	4/2010	1.0	0.0
39	PMC5405075	4/2017	1.0	0.0
40	PMC2396486	6/2008	1.0	0.0
41	PMC5489519	6/2017	1.0	0.0
42	PMC3347028	3/2012	1.0	0.0
43	PMC4661586	4/2015	1.0	0.0
44	PMC3734354	7/2013	1.0	0.0
45	PMC3488410	10/2012	1.0	0.0
46	PMC3809191	1/2013	1.0	0.0
47	PMC3613945	2/2013	1.0	0.0
48	PMC3973641	4/2014	1.0	0.0
49	PMC4045304	2/2014	1.0	0.0
50	PMC3515553	12/2012	1.0	0.0
51	PMC1281283	10/2005	1.0	0.0
52	PMC4129499	8/2014	1.0	0.0
53	PMC4277121	12/2015	1.0	0.0
54	PMC3356951	4/2012	1.0	0.0
55	PMC4302429	1/2015	1.0	2.0
56	PMC4377879	3/2015	1.0	0.0
57	PMC3471827	10/2012	1.0	0.0
58	PMC4499946	7/2015	1.0	0.0
59	PMC4516488	9/2009	1.0	0.0
60	PMC4586451	10/2015	1.0	0.0
61	PMC3365381	3/2011	1.0	1.0
62	BMJ_2010_Apr_29_340_c1640	4/2010	1.0	0.0
63	PMC3039633	2/2011	0.0	1.0
64	PMC3465343	10/2012	0.0	1.0
