	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC4770602	1/2016	18.0	0.0
1	PMC2581757	11/2008	12.0	0.0
2	PMC4934634	11/2015	6.0	0.0
3	PMC3616124	4/2013	5.0	2.0
4	PMC4405493	4/2015	4.0	4.0
5	PMC3171895	9/2011	4.0	1.0
6	PMC6011374	6/2018	3.0	0.0
7	PMC5085625	9/2016	3.0	0.0
8	PMC3407995	7/2012	3.0	0.0
9	PMC4684854	12/2015	3.0	0.0
10	PMC4193194	10/2014	2.0	0.0
11	PMC5827025	2/2018	2.0	0.0
12	PMC5084041	10/2016	2.0	0.0
13	PMC4785305	3/2016	2.0	0.0
14	PMC4764019	1/2016	2.0	0.0
15	PMC3659910	1/2013	2.0	0.0
16	PMC3347028	3/2012	2.0	0.0
17	PMC4034700	5/2014	2.0	0.0
18	PMC4113768	7/2014	1.0	0.0
19	PMC5028238	10/2016	1.0	0.0
20	PMC5941617	5/2018	1.0	0.0
21	PMC3471827	10/2012	1.0	0.0
22	PMC5812027	2/2018	1.0	2.0
23	PMC5706533	11/2017	1.0	0.0
24	PMC5682869	11/2017	1.0	0.0
25	PMC5638722	8/2017	1.0	0.0
26	PMC5634602	10/2017	1.0	0.0
27	PMC5487839	3/2016	1.0	0.0
28	PMC3552819	12/2012	1.0	0.0
29	PMC3582478	2/2013	1.0	0.0
30	PMC3061267	2/2011	1.0	0.0
31	PMC5014971	8/2016	1.0	0.0
32	PMC4903143	5/2016	1.0	0.0
33	PMC4811441	3/2016	1.0	0.0
34	PMC3702245	6/2013	1.0	0.0
35	PMC3809191	1/2013	1.0	0.0
36	PMC3004407	12/2010	1.0	0.0
37	PMC4380518	9/2014	1.0	0.0
38	PMC4377879	3/2015	1.0	0.0
39	PMC4302429	1/2015	1.0	0.0
40	PMC4289064	1/2015	1.0	0.0
41	PMC3356951	4/2012	1.0	0.0
42	PMC5051327	9/2016	0.0	1.0
43	PMC5513133	7/2017	0.0	1.0
44	PMC5524288	7/2017	0.0	1.0
