	ARTICLE	ARTICLE DATE	NUM SENTENCES
24	PMC4113768	7/2014	19
17	PMC3702245	6/2013	17
66	PMC5941617	5/2018	14
25	PMC4169453	9/2014	11
68	PMC6011374	6/2018	8
52	PMC5129897	10/2016	8
36	PMC4785305	3/2016	6
6	PMC3277098	12/2011	6
43	PMC4944244	7/2016	6
55	PMC5418719	5/2017	5
53	PMC5155676	12/2016	5
42	PMC4934634	11/2015	5
41	PMC4930210	7/2016	4
7	PMC3347028	3/2012	4
14	PMC3641012	4/2013	4
50	PMC5084041	10/2016	4
33	PMC4691762	12/2015	4
64	PMC5706533	11/2017	4
10	PMC3427192	4/2012	4
29	PMC4396835	1/2015	3
1	PMC2821652	2/2010	3
57	PMC5513133	7/2017	3
58	PMC5524288	7/2017	3
62	PMC5659607	10/2017	3
9	PMC3407995	7/2012	3
63	PMC5679631	11/2017	3
5	PMC3271033	1/2012	3
4	PMC3257641	3/2010	3
49	PMC5064894	10/2016	2
44	PMC4973215	8/2016	2
59	PMC5537904	7/2017	2
40	PMC4859539	5/2016	2
56	PMC5426325	4/2017	2
34	PMC4719746	1/2016	2
32	PMC4690051	12/2015	2
28	PMC4380518	9/2014	2
18	PMC3717170	5/2013	2
21	PMC3814422	10/2013	2
16	PMC3691177	6/2013	2
23	PMC3873449	12/2013	2
20	PMC3809191	1/2013	2
8	PMC3356951	4/2012	2
11	PMC3427250	8/2012	1
54	PMC5405075	4/2017	1
3	PMC3004407	12/2010	1
60	PMC5546866	8/2017	1
12	PMC3552819	12/2012	1
13	PMC3613945	2/2013	1
15	PMC3668200	5/2013	1
65	PMC5827025	2/2018	1
2	PMC2963768	10/2010	1
67	PMC5956785	5/2018	1
61	PMC5634602	10/2017	1
51	PMC5085625	9/2016	1
19	PMC3773018	4/2013	1
35	PMC4764019	1/2016	1
22	PMC3827489	10/2013	1
48	PMC5062906	10/2016	1
47	PMC5045784	10/2016	1
46	PMC4992225	8/2016	1
45	PMC4979151	8/2016	1
26	PMC4251419	12/2014	1
27	PMC4302429	1/2015	1
30	PMC4598849	10/2015	1
39	PMC4829940	5/2016	1
38	PMC4811441	3/2016	1
37	PMC4811107	3/2016	1
31	PMC4684854	12/2015	1
0	PMC2798111	12/2010	1
