	ARTICLE	ARTICLE DATE	NUM SENTENCES
28	PMC5941617	5/2018	4
25	PMC5546866	8/2017	4
15	PMC4499946	7/2015	3
8	PMC3476426	8/2012	2
27	PMC5812027	2/2018	2
23	PMC5405075	4/2017	2
19	PMC5084016	10/2016	2
11	PMC3717170	5/2013	2
0	PMC2821652	2/2010	2
2	PMC2996405	11/2010	2
4	PMC3347028	3/2012	2
9	PMC3613945	2/2013	1
10	PMC3659910	1/2013	1
29	PMC5956785	5/2018	1
3	PMC3075531	7/2010	1
26	PMC5664622	9/2017	1
24	PMC5489519	6/2017	1
5	PMC3395583	7/2012	1
22	PMC5372327	3/2017	1
21	PMC5155676	12/2016	1
20	PMC5085625	9/2016	1
6	PMC3427192	4/2012	1
18	PMC5062906	10/2016	1
17	PMC4971719	8/2016	1
16	PMC4934634	11/2015	1
1	PMC2963768	10/2010	1
14	PMC4303849	1/2015	1
13	PMC4302429	1/2015	1
12	PMC4045304	2/2014	1
7	PMC3470091	9/2012	1
30	PMC6011374	6/2018	1
