	ARTICLE	ARTICLE DATE	NUM SENTENCES
16	PMC4113768	7/2014	13
30	PMC5129897	10/2016	4
14	PMC3717170	5/2013	4
10	PMC3616124	4/2013	3
7	PMC3356951	4/2012	3
12	PMC3659910	1/2013	2
4	PMC2873552	4/2010	2
23	PMC4600246	10/2015	1
24	PMC4829940	5/2016	1
25	PMC4934634	11/2015	1
26	PMC4944244	7/2016	1
27	PMC5014971	8/2016	1
0	PMC2290997	4/2008	1
28	PMC5051327	9/2016	1
21	PMC4516377	6/2015	1
29	PMC5085625	9/2016	1
31	PMC5340372	3/2017	1
32	PMC5405075	4/2017	1
33	PMC5474873	6/2017	1
34	PMC5685050	10/2014	1
22	PMC4598849	10/2015	1
18	PMC4346113	3/2015	1
20	PMC4466139	6/2015	1
19	PMC4417995	4/2015	1
1	PMC2582131	11/2008	1
17	PMC4169453	9/2014	1
15	PMC3827489	10/2013	1
13	PMC3702245	6/2013	1
11	PMC3651971	5/2013	1
9	PMC3427250	8/2012	1
8	PMC3424155	8/2012	1
6	PMC3347028	3/2012	1
5	PMC3257641	3/2010	1
3	PMC2821652	2/2010	1
2	PMC2798111	12/2010	1
35	PMC5706533	11/2017	1
