	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5941617	5/2018	11.0	0.0
1	PMC5758521	1/2018	10.0	2.0
2	PMC3616124	4/2013	8.0	2.0
3	PMC2581757	11/2008	8.0	2.0
4	PMC4448820	5/2015	7.0	0.0
5	PMC4944244	7/2016	7.0	0.0
6	PMC5035678	4/2016	5.0	0.0
7	PMC4113768	7/2014	5.0	1.0
8	PMC3702245	6/2013	5.0	0.0
9	PMC5707701	11/2017	5.0	0.0
10	PMC5155676	12/2016	4.0	0.0
11	PMC3034879	12/2010	4.0	0.0
12	PMC3171895	9/2011	4.0	0.0
13	PMC4193194	10/2014	4.0	0.0
14	PMC4976416	7/2016	3.0	0.0
15	PMC3668200	5/2013	3.0	0.0
16	PMC4785305	3/2016	3.0	0.0
17	PMC5706533	11/2017	3.0	0.0
18	PMC3427192	4/2012	3.0	0.0
19	PMC3356951	4/2012	2.0	0.0
20	PMC5995352	6/2018	2.0	0.0
21	PMC4034700	5/2014	2.0	0.0
22	PMC2821652	2/2010	2.0	0.0
23	PMC5368580	4/2017	2.0	0.0
24	PMC3760821	9/2013	2.0	0.0
25	PMC5513133	7/2017	2.0	1.0
26	PMC2874518	6/2010	2.0	0.0
27	PMC5546866	8/2017	2.0	1.0
28	PMC3672018	5/2013	2.0	0.0
29	PMC3659910	1/2013	2.0	0.0
30	PMC5634602	10/2017	2.0	0.0
31	PMC4897157	5/2016	1.0	0.0
32	PMC4992225	8/2016	1.0	0.0
33	PMC5014971	8/2016	1.0	0.0
34	PMC4973215	8/2016	1.0	0.0
35	PMC4896250	4/2016	1.0	0.0
36	PMC5028238	10/2016	1.0	0.0
37	PMC4993554	8/2016	1.0	0.0
38	PMC5051327	9/2016	1.0	0.0
39	PMC1888711	5/2007	1.0	0.0
40	PMC5054480	9/2016	1.0	0.0
41	PMC5084041	10/2016	1.0	0.0
42	PMC5129897	10/2016	1.0	0.0
43	PMC5146866	12/2016	1.0	1.0
44	PMC5405075	4/2017	1.0	0.0
45	PMC5523023	7/2017	1.0	0.0
46	PMC4829940	5/2016	1.0	0.0
47	PMC5659607	10/2017	1.0	0.0
48	PMC5679631	11/2017	1.0	0.0
49	PMC5685050	10/2014	1.0	0.0
50	PMC5827025	2/2018	1.0	0.0
51	PMC5838372	3/2018	1.0	0.0
52	PMC5952272	5/2018	1.0	1.0
53	PMC5956785	5/2018	1.0	0.0
54	PMC5537904	7/2017	1.0	0.0
55	PMC4476607	1/2015	1.0	0.0
56	PMC4728620	1/2016	1.0	0.0
57	PMC4719746	1/2016	1.0	0.0
58	PMC3704911	7/2013	1.0	0.0
59	PMC3691177	6/2013	1.0	0.0
60	PMC3641012	4/2013	1.0	1.0
61	PMC3629265	4/2013	1.0	0.0
62	PMC3586494	2/2013	1.0	1.0
63	PMC3501517	11/2012	1.0	0.0
64	PMC3470091	9/2012	1.0	0.0
65	PMC3427250	8/2012	1.0	0.0
66	PMC3417531	7/2012	1.0	0.0
67	PMC3365381	3/2011	1.0	1.0
68	PMC3347007	4/2012	1.0	1.0
69	PMC3309463	6/2011	1.0	0.0
70	PMC3004407	12/2010	1.0	0.0
71	PMC2779500	11/2009	1.0	0.0
72	PMC2722583	1/2009	1.0	0.0
73	PMC3717170	5/2013	1.0	0.0
74	PMC3728489	7/2013	1.0	0.0
75	PMC3798907	8/2013	1.0	0.0
76	PMC4377879	3/2015	1.0	0.0
77	PMC4691762	12/2015	1.0	0.0
78	PMC4632423	10/2015	1.0	0.0
79	PMC4632418	10/2015	1.0	0.0
80	PMC4624803	10/2015	1.0	0.0
81	PMC4499946	7/2015	1.0	0.0
82	PMC4417995	4/2015	1.0	0.0
83	PMC4275593	9/2014	1.0	0.0
84	PMC3827489	10/2013	1.0	1.0
85	PMC4268639	11/2014	1.0	0.0
86	PMC4192458	9/2014	1.0	0.0
87	PMC4171568	9/2014	1.0	0.0
88	PMC4169453	9/2014	1.0	0.0
89	PMC4160835	9/2014	1.0	0.0
90	PMC3829207	11/2013	1.0	0.0
91	PMC6011374	6/2018	1.0	0.0
92	PMC5396145	10/2016	0.0	2.0
93	PMC5332602	3/2017	0.0	2.0
94	PMC4405493	4/2015	0.0	2.0
95	PMC5812027	2/2018	0.0	1.0
96	PMC5732505	12/2017	0.0	1.0
97	PMC3406997	5/2012	0.0	1.0
98	PMC5167470	12/2016	0.0	1.0
99	PMC4998950	4/2016	0.0	1.0
100	PMC4934634	11/2015	0.0	1.0
101	PMC4930210	7/2016	0.0	1.0
102	PMC3296991	2/2012	0.0	1.0
103	PMC4302429	1/2015	0.0	1.0
104	PMC4251419	12/2014	0.0	1.0
105	PMC4188019	1/2010	0.0	1.0
