OBO_ID	OBO_LABEL	FREQUENCY
go_0007565	female pregnancy	100.00%
go_0007567	parturition	13.51%
uberon_0000104	life cycle	13.51%
pr_000017269	ventral anterior homeobox 2	10.81%
uberon_0002048	lung	8.11%
so_0000704	gene	8.11%
uberon_0002240	spinal cord	8.11%
uberon_0000178	blood	8.11%
uberon_0004288	skeleton	8.11%
uberon_0001977	blood serum	5.41%
ncbitaxon_1	root	5.41%
