OBO_ID	OBO_LABEL	FREQUENCY
uberon_0002405	immune system	100.00%
go_0007565	female pregnancy	40.09%
go_0065007	biological regulation	38.68%
uberon_0002048	lung	28.77%
ncbitaxon_10088	Mus <genus>	26.89%
so_0000704	gene	25.94%
pr_000001470	interleukin-28B	23.11%
uberon_0000104	life cycle	22.64%
chebi_71657	versiconol acetate	20.75%
chebi_33290	food	19.81%
uberon_0001977	blood serum	19.81%
