OBO_ID	OBO_LABEL	FREQUENCY
go_0007565	female pregnancy	100.00%
go_0007567	parturition	56.00%
so_0000704	gene	36.00%
uberon_0000178	blood	24.00%
go_0007631	feeding behavior	20.00%
uberon_0001987	placenta	20.00%
uberon_0002107	liver	16.00%
uberon_0001088	urine	12.00%
chebi_33853	phenols	12.00%
chebi_17234	glucose	12.00%
ncbitaxon_10088	Mus <genus>	12.00%
