	ARTICLE	ARTICLE DATE	NUM SENTENCES
196	PMC3107945	5/2011	64
275	PMC3316748	10/2011	64
1170	PMC5025983	8/2015	64
667	PMC4161853	8/2014	64
648	PMC4122175	8/2014	63
846	PMC4463828	5/2015	62
974	PMC4728620	1/2016	62
93	PMC2717130	7/2009	62
1384	PMC5484502	6/2017	62
585	PMC3946277	3/2014	62
753	PMC4314531	11/2014	62
228	PMC3202114	10/2011	61
968	PMC4714725	1/2016	61
470	PMC3693910	6/2013	60
1419	PMC555773	9/2004	60
316	PMC3404662	4/2012	60
724	PMC4264037	9/2014	60
1284	PMC5303734	2/2017	60
110	PMC2780862	12/2009	59
1457	PMC5678092	11/2017	59
1134	PMC4990268	8/2016	59
811	PMC4407308	4/2015	59
382	PMC3534233	11/2012	59
953	PMC4685088	12/2015	58
797	PMC4390789	1/2015	58
1260	PMC5216338	1/2017	58
870	PMC4512131	8/2015	58
1100	PMC4940755	7/2015	58
1381	PMC5482199	2/2017	58
966	PMC4703052	1/2016	58
668	PMC4161944	9/2014	58
984	PMC4733817	3/2016	58
825	PMC4425955	4/2015	57
1193	PMC5062906	10/2016	56
172	PMC3031146	1/2011	56
1091	PMC4933662	4/2016	56
407	PMC3581200	3/2013	56
822	PMC4418750	6/2015	56
1214	PMC5094567	6/2016	56
1405	PMC5526786	8/2017	56
686	PMC4193194	10/2014	56
776	PMC4368185	3/2015	56
967	PMC4703068	8/2015	55
1438	PMC5627472	10/2017	55
780	PMC4377870	3/2015	55
1503	PMC5804559	10/2017	54
484	PMC3710934	7/2013	54
774	PMC4360220	2/2015	54
947	PMC4682386	12/2015	54
742	PMC4292443	1/2015	54
413	PMC3586494	2/2013	54
605	PMC4021291	4/2014	54
1388	PMC5486026	6/2017	54
271	PMC3299317	2/2012	53
1252	PMC5187359	12/2016	53
325	PMC3415261	7/2012	53
1078	PMC4915063	6/2016	53
664	PMC4155824	8/2014	53
89	PMC2689221	5/2009	53
18	PMC1448690	4/2006	53
444	PMC3653849	5/2013	52
147	PMC2940790	8/2010	52
331	PMC3426771	1/2012	52
1251	PMC5183755	12/2016	52
1313	PMC5367805	3/2017	52
769	PMC4352208	2/2015	52
964	PMC4701853	1/2016	52
1218	PMC5100627	10/2016	51
458	PMC3675032	6/2013	51
295	PMC3355854	3/2012	51
938	PMC4663595	11/2015	51
76	PMC2658734	4/2009	51
636	PMC4090150	7/2014	51
214	PMC3156327	4/2011	51
600	PMC4006733	5/2014	50
1055	PMC4873529	3/2016	50
611	PMC4031802	6/2014	50
354	PMC3482177	10/2012	50
1375	PMC5470056	4/2017	50
884	PMC4539876	7/2015	49
78	PMC2671035	5/2009	49
1042	PMC4857870	5/2016	49
631	PMC4078997	5/2014	49
971	PMC4721332	11/2014	49
1192	PMC5059985	10/2016	49
1348	PMC5420136	5/2017	49
1368	PMC5445501	5/2017	49
1403	PMC5521778	7/2017	49
512	PMC3773919	9/2013	49
694	PMC4207047	5/2014	49
486	PMC3713405	7/2013	49
279	PMC3321454	3/2012	49
715	PMC4246417	11/2014	49
1373	PMC5457543	6/2017	48
701	PMC4214174	9/2014	48
902	PMC4586451	10/2015	48
1141	PMC4995781	8/2016	48
164	PMC3001618	1/2011	48
133	PMC2880435	2/2010	48
445	PMC3654972	5/2013	47
1406	PMC5526977	7/2017	47
153	PMC2984417	10/2010	47
745	PMC4302093	1/2015	47
651	PMC4132016	8/2014	47
736	PMC4277409	12/2014	47
756	PMC4318168	1/2013	46
674	PMC4172064	9/2014	46
1501	PMC5804527	8/2016	46
417	PMC3600625	2/2013	46
32	PMC1913535	6/2007	46
569	PMC3901973	5/2013	46
1305	PMC5347102	3/2017	46
305	PMC3378453	4/2012	46
888	PMC4547703	8/2015	45
1478	PMC5716389	9/2017	45
625	PMC4065350	12/2013	45
1240	PMC5142354	12/2016	45
1067	PMC4892913	10/2015	45
351	PMC3476426	8/2012	45
539	PMC3850030	9/2013	45
128	PMC2872320	3/2010	45
661	PMC4152245	9/2014	45
296	PMC3355895	1/2011	45
979	PMC4730270	12/2015	45
862	PMC4499266	4/2015	44
874	PMC4516488	9/2009	44
577	PMC3926113	1/2014	44
1533	PMC6039335	7/2018	44
871	PMC4514967	12/2014	44
840	PMC4452737	6/2015	44
367	PMC3504314	11/2012	44
504	PMC3756974	8/2013	44
1182	PMC5045149	9/2016	44
696	PMC4210519	10/2014	43
771	PMC4354412	3/2015	43
457	PMC3674738	5/2013	43
406	PMC3578836	2/2013	43
1027	PMC4821682	9/2015	43
831	PMC4438573	5/2015	43
929	PMC4642531	8/2015	43
506	PMC3759332	9/2013	43
74	PMC2644268	3/2009	43
387	PMC3543392	12/2012	42
241	PMC3240629	12/2011	42
145	PMC2936567	9/2010	42
817	PMC4411147	4/2015	42
710	PMC4231349	10/2013	42
1352	PMC5424401	10/2015	42
208	PMC3127778	5/2011	42
941	PMC4670104	12/2015	42
39	PMC2022678	10/2007	42
896	PMC4571073	9/2015	41
375	PMC3518064	11/2012	41
358	PMC3488908	4/2010	41
496	PMC3740243	8/2013	41
796	PMC4390148	4/2015	41
26	PMC1764147	12/2006	41
310	PMC3387724	7/2012	41
1126	PMC4979151	8/2016	41
309	PMC3387174	6/2012	41
587	PMC3969295	2/2014	41
273	PMC3309463	6/2011	40
1411	PMC5538262	5/2017	40
91	PMC2707610	7/2009	40
104	PMC2756957	10/2009	40
1420	PMC5562975	8/2017	40
1071	PMC4903143	5/2016	40
125	PMC2849017	9/2007	40
935	PMC4661586	4/2015	40
1483	PMC5732382	12/2017	40
1104	PMC4949006	7/2016	40
379	PMC3532199	11/2012	39
739	PMC4284764	12/2014	39
463	PMC3683620	5/2013	39
197	PMC3111740	5/2011	39
1109	PMC4957279	7/2016	39
704	PMC4216381	10/2014	39
758	PMC4329404	10/2014	39
910	PMC4595656	10/2015	39
1298	PMC5332602	3/2017	39
850	PMC4466850	4/2015	39
1394	PMC5510234	7/2017	38
465	PMC3685567	5/2013	38
335	PMC3433666	8/2012	38
210	PMC3134395	6/2011	38
672	PMC4169551	9/2014	38
1361	PMC5441368	11/2016	38
615	PMC4037583	5/2014	38
266	PMC3279448	10/2011	38
264	PMC3277098	12/2011	38
443	PMC3652177	4/2013	38
1253	PMC5187820	12/2016	38
1094	PMC4934634	11/2015	38
773	PMC4358904	3/2015	37
1082	PMC4919621	6/2016	37
677	PMC4173670	9/2014	37
314	PMC3403156	7/2012	37
490	PMC3720837	7/2013	37
588	PMC3970319	5/2013	37
1364	PMC5442804	9/2016	37
415	PMC3599191	1/2013	37
393	PMC3553086	1/2013	37
61	PMC2526009	10/2008	37
209	PMC3131279	7/2011	37
1096	PMC4935697	7/2016	36
1103	PMC4946587	7/2016	36
1429	PMC5594587	9/2017	36
287	PMC3342123	3/2012	36
642	PMC4107258	6/2014	36
183	PMC3081498	7/2006	36
591	PMC3976831	3/2014	36
717	PMC4251419	12/2014	36
589	PMC3973641	4/2014	35
421	PMC3608914	3/2013	35
543	PMC3857258	12/2013	35
1273	PMC5283658	1/2017	35
115	PMC2821904	2/2010	35
982	PMC4732175	3/2016	35
109	PMC2779500	11/2009	35
1152	PMC4999868	8/2016	35
526	PMC3818269	11/2013	35
373	PMC3515553	12/2012	35
315	PMC3404653	3/2012	35
278	PMC3321448	3/2012	35
712	PMC4233040	11/2014	35
649	PMC4124499	8/2014	35
990	PMC4739499	2/2016	35
313	PMC3401547	7/2012	34
473	PMC3698442	7/2013	34
1065	PMC4892656	6/2016	34
537	PMC3829803	11/2013	34
44	PMC2231404	10/2007	34
190	PMC3099599	5/2011	34
1173	PMC5029041	9/2016	34
346	PMC3472225	8/2012	34
1458	PMC5679631	11/2017	34
327	PMC3420688	5/2012	34
1198	PMC5073052	3/2016	34
1496	PMC5792223	1/2018	34
225	PMC3192420	7/2011	34
1162	PMC5019390	9/2016	34
124	PMC2841444	2/2010	34
1074	PMC4908484	6/2016	34
1404	PMC5523023	7/2017	34
1145	PMC4997411	8/2016	34
242	PMC3241136	9/2010	33
1196	PMC5069446	10/2016	33
1382	PMC5483961	7/2017	33
71	PMC2639364	2/2009	33
377	PMC3521768	12/2012	33
162	PMC2999828	3/2009	33
302	PMC3366611	4/2012	33
152	PMC2966409	10/2010	33
828	PMC4429565	5/2015	33
1417	PMC5551222	7/2017	33
1133	PMC4989298	8/2016	33
160	PMC2994393	8/2010	33
258	PMC3271107	2/2012	33
868	PMC4509429	7/2015	33
118	PMC2825514	1/2010	33
616	PMC4045304	2/2014	32
1293	PMC5325607	2/2017	32
497	PMC3742769	8/2013	32
746	PMC4302388	1/2015	32
383	PMC3534321	12/2012	32
55	PMC2409299	5/2008	32
1432	PMC5621069	9/2017	32
965	PMC4701936	1/2016	32
1105	PMC4954778	7/2016	32
1396	PMC5513133	7/2017	32
356	PMC3485340	10/2012	32
535	PMC3828638	11/2013	32
269	PMC3295739	12/2011	31
215	PMC3156909	9/2011	31
800	PMC4393585	4/2015	31
1031	PMC4829879	2/2016	31
763	PMC4334623	2/2015	31
437	PMC3640235	10/2012	31
201	PMC3117679	5/2011	31
1174	PMC5030591	9/2016	31
34	PMC1937008	7/2007	31
1156	PMC5013576	9/2016	31
481	PMC3705146	5/2013	31
673	PMC4171568	9/2014	31
357	PMC3488410	10/2012	31
700	PMC4213680	12/2014	31
503	PMC3751294	8/2013	31
300	PMC3365381	3/2011	31
657	PMC4143751	8/2014	31
1365	PMC5443512	5/2017	31
698	PMC4210914	10/2014	31
223	PMC3184661	9/2006	31
230	PMC3208550	11/2011	30
1309	PMC5351212	3/2017	30
424	PMC3610650	3/2013	30
441	PMC3650171	2/2013	30
851	PMC4473145	12/2014	30
1181	PMC5041052	8/2016	30
936	PMC4663580	11/2015	30
1413	PMC5539754	8/2017	30
976	PMC4728639	1/2016	30
1177	PMC5031987	9/2016	30
901	PMC4586450	10/2015	30
567	PMC3898607	1/2014	30
790	PMC4383546	4/2015	30
1093	PMC4934568	10/2014	30
586	PMC3953741	3/2014	29
1424	PMC5580292	9/2017	29
82	PMC2672462	4/2009	29
280	PMC3322122	4/2012	29
1202	PMC5084016	10/2016	29
468	PMC3690969	7/2013	29
1220	PMC5110566	11/2016	29
595	PMC3994935	5/2014	29
1312	PMC5359891	3/2017	29
501	PMC3747105	8/2013	29
1332	PMC5387697	2/2017	29
791	PMC4383575	1/2015	29
1482	PMC5727393	12/2017	29
861	PMC4494359	11/2013	29
169	PMC3028350	2/2011	29
403	PMC3575022	2/2013	29
621	PMC4054662	7/2014	29
260	PMC3273459	2/2012	29
1467	PMC5690443	12/2015	29
1297	PMC5332195	8/2016	29
903	PMC4586532	8/2015	28
318	PMC3407139	7/2012	28
198	PMC3112517	5/2011	28
220	PMC3171895	9/2011	28
1095	PMC4934640	11/2015	28
430	PMC3622346	3/2013	28
830	PMC4430416	5/2015	28
343	PMC3469234	9/2012	28
751	PMC4311629	1/2015	28
1441	PMC5638722	8/2017	28
775	PMC4363193	3/2015	28
766	PMC4346113	3/2015	28
1015	PMC4800340	5/2016	28
405	PMC3577465	2/2013	28
1114	PMC4969253	8/2016	28
299	PMC3360698	5/2012	28
781	PMC4377879	3/2015	27
767	PMC4349447	3/2015	27
449	PMC3660294	5/2013	27
73	PMC2642759	1/2009	27
16	PMC1281295	10/2005	27
904	PMC4588865	8/2015	27
284	PMC3335729	3/2012	27
134	PMC2885310	5/2010	27
814	PMC4409764	4/2015	27
877	PMC4528901	9/2014	27
1317	PMC5371292	3/2017	27
889	PMC4548904	8/2015	27
1304	PMC5345907	1/2017	27
702	PMC4216020	10/2014	27
852	PMC4476607	1/2015	27
908	PMC4591978	10/2015	27
1302	PMC5340372	3/2017	27
772	PMC4358872	2/2015	27
435	PMC3635901	4/2013	27
341	PMC3463445	9/2012	27
121	PMC2831604	1/2010	27
446	PMC3657451	4/2013	26
1522	PMC5958072	5/2018	26
474	PMC3699531	7/2013	26
752	PMC4314242	10/2014	26
100	PMC2738951	9/2009	26
747	PMC4302429	1/2015	26
336	PMC3436647	4/2012	26
827	PMC4427001	4/2015	26
637	PMC4090565	6/2014	26
1437	PMC5626729	10/2017	26
647	PMC4120194	7/2014	26
1216	PMC5096291	11/2016	26
1130	PMC4982007	8/2016	26
697	PMC4210909	10/2014	26
891	PMC4553961	3/2015	26
418	PMC3603018	12/2012	26
371	PMC3513828	11/2012	26
556	PMC3876120	12/2013	26
676	PMC4172780	9/2014	25
622	PMC4061886	7/2013	25
129	PMC2872349	4/2010	25
1407	PMC5531500	7/2017	25
716	PMC4249952	12/2014	25
1497	PMC5793328	1/2018	25
1207	PMC5088205	11/2016	25
654	PMC4142706	7/2014	25
750	PMC4309881	2/2015	25
578	PMC3926776	2/2011	25
207	PMC3124144	5/2011	25
1006	PMC4778858	3/2016	25
388	PMC3544621	11/2012	25
713	PMC4237823	8/2014	25
1454	PMC5659017	10/2017	25
254	PMC3264579	1/2012	25
289	PMC3347028	3/2012	25
1306	PMC5350159	3/2017	25
1203	PMC5084028	10/2016	24
1277	PMC5291557	1/2016	24
824	PMC4421033	4/2015	24
1062	PMC4889866	5/2016	24
1301	PMC5337401	12/2016	24
1098	PMC4939564	8/2015	24
1075	PMC4910255	6/2016	24
1408	PMC5537520	8/2017	24
1048	PMC4865384	5/2016	24
986	PMC4736099	1/2016	24
928	PMC4641416	11/2015	24
224	PMC3192058	10/2011	24
1175	PMC5030620	9/2016	24
1514	PMC5906686	4/2018	24
1473	PMC5704156	11/2017	24
248	PMC3257641	3/2010	24
1402	PMC5519748	7/2017	24
1294	PMC5325830	2/2017	24
1255	PMC5206289	5/2016	24
996	PMC4758803	2/2015	24
513	PMC3774699	10/2013	23
519	PMC3798907	8/2013	23
529	PMC3821942	10/2013	23
166	PMC3016256	12/2010	23
394	PMC3556301	1/2013	23
878	PMC4530571	4/2015	23
1038	PMC4848989	4/2016	23
1410	PMC5537904	7/2017	23
1035	PMC4840325	12/2015	23
1345	PMC5417583	5/2017	23
268	PMC3295346	9/2011	23
267	PMC3290837	10/2011	23
1032	PMC4829940	5/2016	23
858	PMC4488777	5/2015	23
378	PMC3527219	11/2012	23
962	PMC4699824	12/2015	23
416	PMC3599765	2/2013	23
597	PMC3996361	4/2014	23
1350	PMC5421133	5/2017	23
436	PMC3639110	4/2013	23
222	PMC3183498	8/2011	23
130	PMC2873552	4/2010	23
1119	PMC4975560	7/2016	23
144	PMC2922376	8/2010	22
911	PMC4598849	10/2015	22
56	PMC2430236	6/2008	22
977	PMC4728659	1/2016	22
1263	PMC5226708	1/2017	22
70	PMC2633366	8/2006	22
234	PMC3227644	11/2011	22
949	PMC4682819	12/2015	22
30	PMC1868729	3/2007	22
464	PMC3685533	6/2013	22
1398	PMC5513591	7/2017	22
479	PMC3702421	6/2013	22
784	PMC4379001	3/2015	22
1329	PMC5385335	4/2017	22
856	PMC4483650	6/2015	22
494	PMC3736889	11/2010	22
1151	PMC4999234	8/2016	22
832	PMC4438628	5/2015	22
1248	PMC5165167	12/2016	22
297	PMC3356951	4/2012	22
1199	PMC5073590	10/2016	22
1148	PMC4998730	4/2016	21
252	PMC3263630	1/2012	21
329	PMC3424155	8/2012	21
754	PMC4314535	10/2014	21
200	PMC3115550	5/2011	21
1072	PMC4905827	1/2016	21
85	PMC2682672	6/2009	21
139	PMC2898025	5/2010	21
272	PMC3304528	2/2012	21
345	PMC3471827	10/2012	21
1187	PMC5054480	9/2016	21
75	PMC2646054	3/2009	21
1279	PMC5292192	1/2017	21
303	PMC3375006	4/2012	21
507	PMC3760821	9/2013	21
184	PMC3083444	4/2011	21
402	PMC3574039	1/2013	21
1399	PMC5514114	7/2017	21
885	PMC4539881	7/2015	20
607	PMC4026680	3/2014	20
860	PMC4492644	6/2015	20
355	PMC3483668	10/2012	20
599	PMC4002571	12/2013	20
243	PMC3241920	4/2011	20
352	PMC3478561	11/2012	20
1367	PMC5445052	4/2017	20
1499	PMC5804088	2/2018	20
788	PMC4383226	2/2015	20
60	PMC2516600	8/2008	20
1393	PMC5504744	7/2017	20
1330	PMC5385921	4/2017	20
942	PMC4672086	12/2015	20
1041	PMC4857329	12/2015	20
987	PMC4738402	11/2015	20
66	PMC2581757	11/2008	20
522	PMC3813450	10/2013	20
514	PMC3781185	7/2013	20
180	PMC3066640	12/2011	20
1039	PMC4849435	3/2016	20
1237	PMC5137972	6/2016	20
653	PMC4141279	8/2014	20
693	PMC4203464	10/2014	20
324	PMC3415211	5/2012	20
1387	PMC5485170	3/2017	20
1534	PMC6043562	7/2018	19
559	PMC3880212	12/2013	19
447	PMC3659910	1/2013	19
523	PMC3814422	10/2013	19
454	PMC3669365	5/2013	19
1088	PMC4929134	8/2016	19
807	PMC4404267	4/2015	19
53	PMC2396486	6/2008	19
1378	PMC5472316	6/2017	19
475	PMC3700139	2/2011	19
1179	PMC5035678	4/2016	19
448	PMC3660281	5/2013	19
1409	PMC5537884	7/2017	19
94	PMC2721967	7/2009	19
1036	PMC4843009	4/2016	19
22	PMC1592148	7/2006	19
1028	PMC4825100	2/2016	19
332	PMC3427192	4/2012	18
322	PMC3411795	8/2012	18
872	PMC4516109	5/2015	18
1516	PMC5919629	4/2018	18
301	PMC3366289	7/2011	18
638	PMC4099383	7/2014	18
909	PMC4592566	10/2015	18
1338	PMC5405075	4/2017	18
48	PMC2290997	4/2008	18
385	PMC3538633	1/2013	18
905	PMC4588866	8/2015	18
725	PMC4266867	11/2014	18
1469	PMC5695261	11/2017	18
1233	PMC5133065	10/2016	18
495	PMC3739737	8/2013	18
883	PMC4539485	8/2015	18
1070	PMC4897523	10/2014	18
516	PMC3789799	10/2013	18
157	PMC2992766	12/2010	18
1371	PMC544881	12/2004	18
408	PMC3582478	2/2013	18
542	PMC3855580	10/2013	18
530	PMC3826669	10/2013	18
1423	PMC5579643	8/2017	17
821	PMC4417995	4/2015	17
544	PMC3857567	12/2013	17
298	PMC3357266	6/2012	17
562	PMC3888066	12/2012	17
943	PMC4673623	11/2015	17
1356	PMC5434919	3/2017	17
1111	PMC4964025	7/2016	17
1490	PMC5758844	12/2017	17
574	PMC3915248	2/2014	17
67	PMC2582131	11/2008	17
365	PMC3504157	11/2012	17
1319	PMC5372136	3/2017	17
1416	PMC5546866	8/2017	17
221	PMC3180355	8/2011	17
426	PMC3614838	9/2011	17
1206	PMC5085625	9/2016	17
88	PMC2687585	2/2006	17
1521	PMC5956785	5/2018	17
412	PMC3585827	1/2013	17
1029	PMC4825101	10/2015	17
245	PMC3249602	12/2011	17
477	PMC3702245	6/2013	17
734	PMC4275682	12/2014	16
1320	PMC5372327	3/2017	16
58	PMC2516569	8/2008	16
786	PMC4380381	3/2015	16
1116	PMC4973215	8/2016	16
1049	PMC4865386	5/2016	16
1155	PMC5013256	9/2016	16
389	PMC3547777	12/2012	16
854	PMC4477503	6/2015	16
439	PMC3642194	5/2013	16
596	PMC3995034	4/2014	16
1286	PMC5307888	2/2017	16
815	PMC4410178	4/2015	16
617	PMC4047075	6/2014	16
510	PMC3773018	4/2013	16
81	PMC2672359	2/2009	16
466	PMC3686716	6/2013	16
1386	PMC5485039	3/2017	16
1363	PMC5442204	5/2017	16
641	PMC4106226	7/2014	16
480	PMC3704911	7/2013	15
249	PMC3257747	3/2011	15
1530	PMC6022422	6/2018	15
1502	PMC5804547	5/2017	15
955	PMC4689556	12/2015	15
173	PMC3032617	5/2010	15
420	PMC3608729	3/2013	15
1226	PMC5119728	11/2016	15
1217	PMC5100620	10/2016	15
1244	PMC5149661	12/2016	15
732	PMC4275593	9/2014	15
939	PMC4666222	11/2015	15
148	PMC2945165	10/2010	15
451	PMC3664621	5/2013	15
1391	PMC5489519	6/2017	15
893	PMC4558714	9/2015	15
755	PMC4316389	1/2015	15
1164	PMC5021959	6/2016	15
364	PMC3503401	11/2012	15
1285	PMC5307851	2/2017	15
1183	PMC5045784	10/2016	15
69	PMC2621211	12/2008	15
1517	PMC5924963	4/2018	15
83	PMC2679409	5/2009	15
306	PMC3382418	6/2012	15
2	BMJ_2012_Aug_30_345_e5605	8/2012	15
1050	PMC4865387	5/2016	15
95	PMC2722408	7/2009	15
1333	PMC5391584	4/2017	15
334	PMC3432839	8/2012	15
1456	PMC5664622	9/2017	15
342	PMC3465343	10/2012	15
263	PMC3276988	9/2011	15
1195	PMC5065689	10/2016	15
1318	PMC5371920	3/2017	15
1323	PMC5372933	3/2017	14
8	PMC1168874	7/2005	14
995	PMC4754476	2/2016	14
328	PMC3423345	8/2012	14
27	PMC184457	8/2003	14
1475	PMC5707701	11/2017	14
320	PMC3409554	7/2012	14
1171	PMC5028238	10/2016	14
1327	PMC5381535	6/2014	14
1504	PMC5812027	2/2018	14
1519	PMC5941629	5/2018	14
156	PMC2991548	10/2010	14
1107	PMC4956033	7/2016	14
1097	PMC4937150	2/2016	14
829	PMC4429968	5/2015	14
517	PMC3794857	10/2013	14
499	PMC3743371	7/2013	14
1461	PMC5682869	11/2017	14
895	PMC4569192	9/2015	14
924	PMC4630792	11/2015	14
1108	PMC4956066	7/2016	14
564	PMC3893866	12/2013	14
1347	PMC5419021	2/2017	14
972	PMC4722751	1/2016	14
997	PMC4763449	2/2016	13
132	PMC2880107	5/2010	13
820	PMC4417529	4/2015	13
146	PMC2939651	8/2010	13
138	PMC2889879	5/2010	13
576	PMC3925765	9/2013	13
665	PMC4160672	7/2014	13
103	PMC2754030	9/2007	13
991	PMC4740094	2/2016	13
1439	PMC5634437	10/2017	13
873	PMC4516377	6/2015	13
1001	PMC4765528	12/2015	13
86	PMC2685772	4/2009	13
323	PMC3414394	7/2012	13
1385	PMC5485024	3/2017	13
867	PMC4507980	7/2015	13
1362	PMC5441441	4/2017	13
1339	PMC5405375	4/2017	13
1178	PMC5035449	9/2016	13
918	PMC4618150	10/2015	13
374	PMC3515887	11/2012	13
959	PMC4692114	1/2016	13
256	PMC3270452	1/2012	13
728	PMC4269172	12/2014	13
836	PMC4446740	4/2015	13
35	PMC1974834	3/2007	13
1013	PMC4798618	3/2016	13
952	PMC4684854	12/2015	13
28	PMC1852384	1/2007	13
841	PMC4453242	5/2015	13
1004	PMC4774132	3/2016	13
801	PMC4396835	1/2015	13
845	PMC4463023	2/2015	13
744	PMC4292819	1/2015	13
233	PMC3219760	10/2011	13
168	PMC3022194	1/2010	13
880	PMC4534102	8/2015	13
1090	PMC4931906	5/2016	13
49	PMC2359644	3/2008	13
1433	PMC5621970	7/2017	13
920	PMC4620849	5/2014	13
291	PMC3350070	1/2011	13
961	PMC4696221	12/2015	12
1401	PMC5519616	7/2017	12
834	PMC4441812	6/2015	12
823	PMC4419394	4/2015	12
945	PMC4676908	12/2015	12
810	PMC4405511	3/2015	12
768	PMC4351952	3/2015	12
1513	PMC5901203	4/2018	12
690	PMC4197958	10/2014	12
140	PMC2907398	6/2010	12
135	PMC2888390	6/2010	12
1234	PMC5133238	12/2016	12
508	PMC3763666	7/2012	12
1231	PMC5129897	10/2016	12
471	PMC3693967	6/2013	12
1296	PMC5331611	2/2017	12
1300	PMC5337314	2/2017	12
670	PMC4166817	10/2014	12
62	PMC2529404	9/2008	12
1266	PMC5240907	1/2017	12
1136	PMC4992225	8/2016	12
1463	PMC5684580	10/2017	12
308	PMC3385441	2/2012	12
785	PMC4379362	3/2015	12
719	PMC4256222	12/2014	12
1489	PMC5758521	1/2018	12
1188	PMC5054850	8/2015	11
338	PMC3437304	8/2012	11
1247	PMC5161647	8/2016	11
531	PMC3827489	10/2013	11
359	PMC3489539	8/2012	11
1163	PMC5021204	4/2016	11
1377	PMC5471716	1/2017	11
401	PMC3571634	12/2012	11
876	PMC4518609	5/2015	11
455	PMC3672018	5/2013	11
438	PMC3641012	4/2013	11
855	PMC4482631	6/2015	11
231	PMC3216618	11/2011	11
1480	PMC5724074	8/2017	11
270	PMC3296991	2/2012	11
257	PMC3271033	1/2012	11
238	PMC3236407	11/2012	11
956	PMC4690051	12/2015	11
469	PMC3691177	6/2013	11
988	PMC4738404	11/2015	11
1520	PMC5952272	5/2018	11
1449	PMC5651398	9/2017	11
1023	PMC4811441	3/2016	11
919	PMC4619070	10/2015	11
714	PMC4243771	8/2014	11
721	PMC4258799	11/2014	11
666	PMC4160835	9/2014	11
658	PMC4143824	7/2014	11
1314	PMC5368580	4/2017	11
1334	PMC5392925	4/2017	11
10	PMC1184067	7/2005	11
106	PMC2764711	10/2009	11
594	PMC3994635	8/2010	11
579	PMC3928864	1/2014	11
932	PMC4656835	11/2015	11
568	PMC3901884	12/2014	11
989	PMC4739392	2/2016	11
1086	PMC4924192	6/2016	11
1310	PMC5357333	3/2017	11
7	PMC1164414	5/2005	10
40	PMC2098747	10/2007	10
1315	PMC5369775	3/2017	10
1190	PMC5058640	11/2016	10
294	PMC3354911	12/2011	10
923	PMC4627942	10/2015	10
317	PMC3406997	5/2012	10
244	PMC3248362	11/2011	10
